-0.84554,-0.728031,-0.359666,1.44575,0.598266,-2.21724,0.32439,1.4344,0.0140989,-0.403781,0.65866,-0.679218,0.363815,-0.191692,-2.31217,-2.84531,-1.14746,-0.153137,-1.53184,1.09662,-0.0651621,1.02295,0.370607,-1.86308,-1.33578,1.22136,0.833936,0.350007,-0.182682,-1.15366,-0.0423439,-0.723308,-0.204155,1.72087,-1.33649,0.704035,-0.105342,-0.969164,-0.463865,-0.103655,-1.70117,0.115458,1.24025,0.150133,-0.957924,-0.952036,-1.62264,-0.74615,-0.468681,-0.262925,-2.58213,0.734486,-0.217881,0.243831,-0.448882,1.56117,0.848764,-0.129158,0.0584453,-0.390431,0.570804,0.0598385,-1.2025,-0.730436
-0.256692,-0.661311,0.436106,0.0861669,1.33998,-2.01446,1.47625,0.924736,-1.14847,3.05952,-0.254855,0.119881,-0.210459,-0.579818,-0.562889,0.265551,-0.18188,-0.949893,-1.9275,-0.109841,-1.55134,-0.990759,-0.417496,-0.671366,0.883767,-1.09839,2.65414,0.00631383,0.183165,-0.313129,1.26334,-0.285778,-0.281288,-0.309102,1.30865,1.79005,1.0178,-2.18601,-0.49449,1.54993,-0.165824,1.37572,0.819412,-0.465616,-0.510972,1.2441,-1.2478,-0.265961,-0.0479088,0.381376,-1.57306,-1.08143,-1.10492,-1.03883,1.04404,1.62376,0.370395,-0.435539,-0.680633,-1.62481,0.557795,-0.325392,-2.886,-0.927325
-0.725516,-0.219964,-0.118444,-0.632442,1.5058,0.423882,0.240555,-1.21257,0.17287,-1.39122,0.647821,0.890973,-1.51553,-0.680306,1.31816,-0.226756,0.155583,-2.61056,-0.5657,-1.26785,-0.0122016,0.00645972,0.959942,-0.105633,0.201854,-1.68899,-2.00273,0.0248937,-1.25935,-0.416577,1.57642,-0.836829,0.783459,2.01151,-0.970866,1.14825,0.157416,-0.94954,0.802195,0.531063,1.63993,0.370135,0.409976,-0.912259,-1.51253,0.237176,-1.54682,-0.0717678,-1.42621,1.11885,-1.10259,-1.07434,-0.621691,0.587897,-0.189887,-0.490019,-1.04468,-0.485903,-0.392917,0.578046,-0.5431,1.49089,-0.220148,-0.365623
-1.84943,0.00285013,0.299342,-0.015796,0.61886,-0.56717,-0.0134223,-1.36999,0.336556,0.447053,-0.33544,-0.543258,0.136892,-0.496988,-1.54548,-1.68768,-0.371689,1.88438,-2.14557,0.0888733,-0.912839,0.474424,2.57752,1.36808,1.29897,-0.916441,1.93314,0.256215,0.703768,-0.0220016,0.110602,-0.462821,0.770979,0.0578507,0.57276,-0.917199,-0.960356,-0.17663,-2.52473,-0.232417,0.596924,0.625749,-1.0055,-1.46545,-0.342589,-0.891619,1.57312,1.22129,0.0404359,0.0714539,-1.15368,-1.89355,-0.108135,1.12093,-2.10994,2.13841,-2.22709,-1.20152,-0.267659,0.331388,0.665128,-0.310535,0.647594,1.07231
2.56988,-0.375582,0.306728,-1.22198,0.460473,0.337925,0.546294,-0.484901,1.00929,0.19624,0.448122,-0.339653,-0.916092,-0.446233,-0.256419,0.909388,0.610812,0.0415469,-0.658429,-0.505291,-0.592012,-0.239323,0.903865,-0.799016,-0.262711,-2.06978,1.56726,0.609688,0.403197,-1.77164,0.799253,-1.08383,-1.71559,-2.67458,-0.655805,-1.12253,1.49141,-1.38153,0.553745,1.5287,0.823027,-1.63114,1.84525,0.153298,0.51582,1.04709,0.867108,-0.70084,-0.553474,-0.636029,0.0864794,0.0429843,-2.23239,0.0775327,1.77378,0.362317,-1.00527,-1.98066,-1.58718,-1.08119,-0.502882,-1.36514,-0.0162091,-0.695594
-0.14297,0.696891,-0.400629,0.84653,-0.362324,-0.753362,-0.157939,0.217088,0.00189042,-1.07988,0.295309,-0.238479,0.47207,0.648875,0.389271,-0.470099,-0.732154,-0.357083,-1.77614,0.0790298,0.527551,0.569353,-0.8147,-1.04233,-0.585798,-0.513919,-1.717,-0.548121,-0.210135,0.507081,-0.787411,-1.36481,-0.322429,0.472146,0.537575,0.535788,-0.803637,0.813203,-0.988368,2.21952,1.05347,0.0259428,0.11853,-1.06648,0.862468,-1.66114,0.559317,0.181666,-0.0568574,-0.332118,-0.818068,0.160706,-1.07947,-0.585662,0.748527,1.97383,-0.0402093,-1.24421,-1.15909,0.45295,-0.130135,1.00305,-1.07874,1.05484
-1.7941,-1.54979,0.859535,1.06593,2.3655,0.547728,0.177712,-0.856572,-0.357314,0.928447,1.67317,0.0685574,-0.585354,-0.916462,-1.41791,-0.445745,0.704825,0.124044,0.132961,-0.617854,-0.930736,-0.366098,0.605274,1.24048,0.974955,1.04505,-0.0275099,-0.679992,-0.384726,-1.60422,-3.26983,-0.359804,0.475068,-0.495149,1.37174,-1.0209,-0.327163,-0.718847,-0.81382,0.382302,0.539757,-0.469881,0.863685,-1.49241,-0.008899,-1.31728,-0.71934,0.257251,0.648089,-0.188048,1.1375,-1.06316,0.520352,0.339108,0.517572,0.0647465,-1.14295,-1.06086,-0.0737359,1.62253,-0.550333,2.20876,0.820929,0.0573603
0.916794,-1.06099,-0.138897,-0.148226,-0.930805,-0.241235,0.895428,-0.643515,-0.556716,-0.918994,-1.58522,-1.04855,-0.797337,2.12839,-1.3361,-1.23224,-1.62007,0.216706,-0.845941,-0.694088,0.0902053,-0.633967,-1.14883,-0.922392,-0.859599,0.195782,0.0269428,0.978622,-0.600775,0.193409,1.87539,-0.679873,-0.894482,-0.363573,-1.22814,1.88064,1.56055,-0.55498,-1.58341,1.3951,1.0495,-0.0988235,0.273791,0.266678,0.465857,-1.22682,-1.69522,-0.810194,-0.0252649,-1.39159,0.818499,-0.163632,0.402382,1.11961,0.661998,-0.74023,-0.243379,1.05078,-0.59025,-0.217604,-1.08115,-1.25098,-0.0295172,-0.875386
0.509277,-0.314991,0.151836,0.770992,-0.0534991,-1.4569,-0.602284,-1.26861,-0.184504,0.559136,0.415785,0.872618,-0.589082,-0.00627874,1.54908,0.898805,0.77226,-0.394975,-0.230361,-0.631449,-0.796714,-0.426219,0.776377,-0.344357,-2.13024,0.372461,-0.256359,-0.640615,1.50045,1.57833,-0.108661,0.0400532,-0.667962,-0.313894,-0.625808,-1.18865,-0.464108,-1.83646,-1.25591,-0.878928,0.686272,0.106657,-0.400889,0.569184,-0.752154,-1.34957,-0.437666,-0.0776352,-0.912896,-0.223445,2.12758,-1.72076,-0.964555,-0.281341,-1.4183,-0.00279535,-0.728868,1.12554,0.894816,-0.127623,0.421249,-0.442774,0.939918,1.87499
-0.540154,-0.344588,-0.112097,-0.499092,-0.0944596,0.712545,0.495664,-2.14955,-0.185289,-1.76675,0.331472,0.686432,-0.828134,0.141789,-2.4905,0.549608,-0.911625,0.0685144,-0.0911512,-0.506113,-1.43443,-1.72371,-0.427489,0.420804,1.13564,-1.02182,-0.657459,-1.60872,-0.176857,-0.823099,-0.443986,-1.56751,-0.0930567,-0.0137005,-0.171308,0.784002,-0.638966,1.32632,0.106726,-0.470308,-0.988826,0.513971,-0.731934,-0.0400178,-0.939047,0.328585,-0.812983,0.970016,1.96171,-2.18638,-1.68349,-0.497016,0.122355,1.72697,0.407156,0.225807,0.28979,0.00625776,0.13034,0.392063,-1.17176,0.357013,2.2348,-0.783564
